Ledig,Verheiratet,Geschieden,Wervitwet,Bezirk_Name,Bezirk_ID
-5.30243994310674,1.60257786210976,3.52149479235382,27.4930636552478,Arrondissement administratif Jura bernois,241
-0.320605650763706,1.17180521587692,-6.09575730522419,2.82571081510394,Bezirk Aarau,1901
-3.70550195054835,7.48005671068133,-4.06796510383153,-25.7346990317678,Bezirk Affoltern,101
-7.23689235676678,7.13892711030084,-14.0550081375472,25.7161326257205,Bezirk Albula,1821
-5.65577296480084,8.89439202086788,-8.85068158647885,-12.6487514371289,Bezirk Andelfingen,102
-4.79767255556736,2.76199064409637,6.87904214399964,7.12300913599819,Bezirk Arbon,2011
-10.0560247371396,7.25938339795598,3.03451748383345,21.1583376527197,Bezirk Arlesheim,1301
-1.94852936627585,4.20382228417788,-4.69594120605654,-11.6082344816116,Bezirk Baden,1902
-4.33637698000467,5.78421684082566,-0.301235651710685,-11.5063093164219,Bezirk Bremgarten,1903
-3.73269231698379,4.6161255941493,-14.5999227073793,17.4203015486351,Bezirk Brig,2301
-5.06981433010076,7.45628744814817,-6.81041791733663,-8.68525524706825,Bezirk Brugg,1904
-4.01923642299415,6.25444151009147,-15.3501779609087,6.842121938117,Bezirk Bucheggberg,1103
-2.0697428694567,3.66273519993499,3.29632211044315,-19.2134950838714,Bezirk Bülach,103
-3.53936970383198,5.3610823541427,4.90171791701626,-23.6827039640573,Bezirk Dielsdorf,104
-3.17346939586272,3.67676028096366,3.73328082323907,-10.1820576471013,Bezirk Dietikon,111
-7.04457053330841,8.06220889957168,-2.6604549209169,-3.30289071165699,Bezirk Dorneck,1104
1.04791160034363,0.967066288532337,-10.0182067742538,-1.03547994901992,Bezirk Einsiedeln,501
-4.15332633447437,5.03069506699265,-0.305757999891987,-6.51200104788834,Bezirk Frauenfeld,2012
-12.4305825865031,7.89712861372345,9.51937346672074,25.9139532728861,Bezirk Gersau,1101
-13.8266724648227,14.0567131209413,-27.4371919991339,46.4462714212038,Bezirk Goms,502
-2.76245821100772,3.99503616346206,-1.70145594511661,-7.51806561358049,Bezirk Gäu,2304
-7.61637909513945,7.0965090544334,-1.80109855941665,8.86768556937256,Bezirk Gösgen,1105
-0.920417426157727,1.27694407365873,-5.65157174226064,6.52825640836838,Bezirk Hinterland,1501
-6.49075789013549,6.9127933249292,-9.59880967594304,13.5197469967515,Bezirk Hinterrhein,1823
-3.0663647268712,3.83617162161511,2.03183848250803,-9.68041697059697,Bezirk Hinwil,105
-3.28540358786787,3.46188292172218,1.40919687462195,-3.37810914295394,Bezirk Horgen,503
-7.59487360021542,7.3878747720415,11.216196424886,-15.7941241530505,Bezirk Höfe,106
-3.51698870099758,7.08930211101742,-10.9539636564847,-12.3989941037496,Bezirk Imboden,1824
-8.82265416135608,9.9676940262867,-18.1038651030193,21.8614067439364,Bezirk Inn,1825
-3.68604193779586,2.90094269996057,9.3283105321802,-8.18183034927733,Bezirk Kreuzlingen,2013
-8.27556711960891,7.11979785542456,0.990425288254015,9.87181729228452,Bezirk Kulm,1905
-3.57264378593189,5.13187176797081,-4.09745735484612,-6.2241170603258,Bezirk Küssnacht (SZ),504
-2.90091912233029,5.47068956710264,-7.66113865712315,-9.22572944374432,Bezirk Landquart,1826
-5.38779310633141,6.24124359457781,-6.98953057388709,5.15135317232471,Bezirk Laufen,1302
-5.3220515546922,8.67587987532257,-11.7594827236569,-8.82219815558862,Bezirk Laufenburg,1906
-9.89802668788542,4.14633985396704,16.5267272225181,24.4147988918124,Bezirk Lebern,1107
-2.30026206032903,5.37482135545784,-9.29209911281346,-11.0201722755779,Bezirk Lenzburg,1907
-9.42515471823824,10.343372238488,-15.8403228743556,20.1469751933498,Bezirk Leuk,2306
-8.05721879158495,8.82169505934805,-4.19838260899008,1.67987213961154,Bezirk Liestal,1303
-5.23688757377946,7.12960879206086,-9.84181969340907,0.786365562570412,Bezirk Maloja / Distretto di Maloggia,1827
-0.36056841393719,2.80103584540985,-4.32252310549121,-14.1288523172077,Bezirk March,505
-6.43340234702494,5.15958260705134,3.75221121672757,5.95639357844697,Bezirk Meilen,107
-3.97371694099232,3.37955224073752,-1.25480555281075,7.99693010961835,Bezirk Mittelland,1502
0.850193853946446,5.33182906604615,-18.5815004854892,-23.2392631355232,Bezirk Muri,2014
-3.33876008959663,5.47640483159682,-3.42967107349861,-12.4737278655544,Bezirk Münchwilen,1908
-7.53341371187629,10.2207577238774,-10.6881000160328,-4.39656531252971,Bezirk Oberklettgau,1401
-3.15674079836896,1.27158171322355,1.98600777905122,13.7611948603958,Bezirk Olten,1108
-5.85043747721525,6.81557938833666,2.18158847781633,-11.1880844307166,Bezirk Pfäffikon,108
1.51369031742665,-6.43610991596254,17.0848889273988,14.2876490657723,Bezirk Plessur,1829
-1.64002024905969,2.62430172681116,-11.9337630548638,11.69907800994,Bezirk Prättigau-Davos,1830
-8.00333118168175,11.2883868243771,-32.6786729021179,27.4324651342037,Bezirk Raron,2309
-10.8999303962028,13.4710373171427,-15.0874960652238,4.58834031839803,Bezirk Reiat,1402
-7.17915827366783,8.43727156894762,-1.98497502255376,-6.53219292177566,Bezirk Rheinfelden,1909
-5.54551511540684,1.5308991844597,8.65100584759442,21.6691776921985,Bezirk Schaffhausen,1403
-11.8424413997352,10.9836865532064,-7.57256643684611,22.2624540861177,Bezirk Schleitheim,1404
2.21872922673552,2.48783664887742,-22.7254168429679,-3.51661955391852,Bezirk Schwyz,506
-3.50852608143792,6.95393450319348,-12.4388645956756,-8.78539323448367,Bezirk See / District du Lac,1005
-3.15707894662883,6.43469965403427,-14.5553606013696,-3.80628627366263,Bezirk Sense,1006
-7.47877167776977,9.31832528325707,-8.72751844593756,-0.249062562222124,Bezirk Sissach,1304
11.6905732939985,-17.9345004743942,25.7402645163893,9.65411565603338,Bezirk Solothurn,1109
-14.9967927346226,9.5510372406453,8.83795118956483,35.5101514487216,Bezirk Stein,1405
-3.60499355480161,5.88718397871029,-29.6057159239295,30.3505974252731,Bezirk Surselva,1831
-5.48525441671378,6.81995262090755,-14.8758003960415,14.2068411529293,Bezirk Thal,1102
-8.02375514498739,8.71828984762533,-14.4144036569883,19.4818455640406,Bezirk Thierstein,1110
-10.4582793864364,9.93162445045606,-2.78177261574897,11.0495688492829,Bezirk Unterklettgau,1406
-1.86679910974282,2.4249639452528,8.29913123207811,-18.5654187752093,Bezirk Uster,109
-2.29855840268228,7.97980795802029,-33.9946788064545,7.62630692548758,Bezirk Visp,2313
-7.88340367363333,4.62625245486079,12.1231145702674,9.55254165571466,Bezirk Vorderland,1503
-8.563737760874,10.7585264812118,-10.6454425232866,0.0345623153682029,Bezirk Waldenburg,1305
-7.41095073171584,4.93956769410624,8.08839648809079,9.35352658319708,Bezirk Wasseramt,1106
-1.02350573804553,3.07244409245508,-6.76674597564757,-6.46207145515606,Bezirk Weinfelden,2015
2.45834843532118,-1.48535385754061,-0.418913706744739,-8.26032126494594,Bezirk Winterthur,110
-3.78795679764989,5.14031236900461,-6.67106258503075,-0.0379099027783436,Bezirk Zofingen,1910
-9.33419884782839,10.6438019860063,-6.65472862639107,1.23145113014576,Bezirk Zurzach,112
20.7706769322572,-21.4981411300902,9.18216897424506,-12.503382151649,Bezirk Zürich,1911
5.6821967265507,-7.19944514972346,15.4361381794249,-13.577061633086,Canton de Genève,2500
-3.9761115629861,3.09280886829246,-6.89699442237537,20.035364661032,Distretto di Bellinzona,2101
-11.2635311866051,11.2914310093689,-41.3666780623122,71.2402267464875,Distretto di Bernina,1822
-6.11437345755013,3.50757094604253,-14.1325178279823,47.7245266543557,Distretto di Blenio,2102
-9.89275243149248,7.50359311634672,-19.4078131928167,55.3154972142192,Distretto di Leventina,2103
-9.03993655438591,1.51515924025796,19.240897564449,35.2983816546426,Distretto di Locarno,2104
-3.43062957395062,1.53972162112208,0.0698660179737409,17.081880374327,Distretto di Lugano,2105
-6.7719811668347,4.36880627026526,-5.27581448911164,31.1380397133325,Distretto di Mendrisio,2106
-9.38755892818132,6.88736320099514,-4.86033332361845,31.7263661849025,Distretto di Moesa,1828
-6.79590822140627,10.1962118149537,-23.4576306580868,10.7004484172379,Distretto di Riviera,2107
-3.60394251516377,0.740233513368471,-5.62673780002753,35.2528398327677,Distretto di Vallemaggia,2108
3.79883281577633,-4.69309889229054,5.36180802527555,-1.78930085757758,District d'Aigle,2221
-1.40555270234181,4.56485887763192,-19.9178089508627,5.9678369335874,District d'Entremont,2303
-11.4451088128454,9.02217800991332,-6.73152557706105,34.5374758840648,District d'Hérens,2305
-3.64874054167812,-0.883535923943091,17.9858676990971,10.1973648220036,District de Boudry,2401
-6.02893502276809,6.94319039576539,-6.52774739141752,3.9459170125556,District de Conthey,2302
-1.67053291153214,0.234850988047142,-4.34653489576082,20.2184042123332,District de Delémont,2601
15.897154346733,-16.7065035389878,10.6977166426059,-13.5245661861574,District de Lausanne,2229
-2.08214742290103,1.11848811791635,2.64818914733487,4.36413854805948,District de Lavaux-Oron,1001
-0.376586737119011,-0.470289266980162,0.104859457188411,7.3340312502403,District de Martigny,2222
-2.4291422922303,0.513810611747312,12.3251744010834,-3.4939115513743,District de Monthey,2402
0.674957505219287,0.756311318019054,-1.51452274029543,-10.1507915507114,District de Morges,1002
4.05336159938519,-9.05971971528937,22.4250910738763,5.61722855032112,District de Neuchâtel,1003
0.414368100702056,4.62155826149662,-7.59762490732981,-31.5720230343814,District de Nyon,2230
-5.61436372268499,-0.0660222574614622,3.41090101113821,45.1489711595932,District de Porrentruy,1004
-1.85938301260701,0.286127840141281,5.28545824416684,5.25010226069622,District de Saint-Maurice,1007
-4.64938094407481,3.24759587847201,0.378228280499315,12.4636324014328,District de Sierre,2225
-0.188626420126681,-2.10416847759469,4.02207428097621,13.4269310007659,District de Sion,2226
3.6999316829859,-2.0502346175016,0.652131574712023,-16.2202706293352,District de l'Ouest lausannois,2307
1.88670406652081,0.110771178374591,-4.04393404978671,-11.0748486881724,District de la Broye,2308
0.235104626533955,-0.0850012112986742,-2.30420965562961,2.51858557672926,District de la Broye-Vully,2227
0.424082262044312,-8.90546842433539,30.6990225741641,22.8573396172469,District de la Chaux-de-Fonds,2404
3.68161068571295,0.467369726858702,-14.3290178592823,-12.9859387125054,District de la Glâne,2228
3.75638875653128,-2.80024160183078,-2.62953916307619,-4.60743630233237,District de la Gruyère,2603
2.98851350985565,-6.73558492540749,12.8557653907727,10.8231533509259,District de la Riviera-Pays-d'Enhaut,2310
7.80317360843772,-5.10730582661956,-4.96628325268744,-16.6470782245763,District de la Sarine,2311
2.81789588185626,-1.17420539658548,-0.467552751390654,-14.1366950007646,District de la Veveyse,2312
0.485144177625219,1.32298238739343,-16.4991434736675,11.7838314211341,District des Franches-Montagnes,2602
1.64325587202048,3.22119399037657,-10.7650392181946,-24.9375805351432,District du Gros-de-Vaud,2223
-0.547925820585116,-1.58350282076833,7.40878139743615,6.36797927484829,District du Jura-Nord vaudois,2224
-5.21762254772096,0.512808375473406,9.84334795362118,25.6782059974625,District du Locle,2403
0.183974361136796,-0.631985233895294,9.84425957426878,-12.6572354356296,District du Val-de-Ruz,2405
-9.69439147031966,-1.34860396645208,28.4586330081465,50.8361000172604,District du Val-de-Travers,2406
4.77702300800857,1.41588128716592,-38.1131576422206,8.8826472941113,Kanton Appenzell Innerrhoden,1600
6.560594406201,-12.1823065800432,18.3586188291747,17.4561826136422,Kanton Basel-Stadt,1200
-5.36516654963478,4.59637699982391,-6.97116999325645,19.3837199596526,Kanton Glarus,800
-1.10585964509541,3.57163256013429,-9.06990031649332,-6.23835865275001,Kanton Nidwalden,700
1.08799442573091,3.8112625932879,-24.3002105572331,-2.37332928530855,Kanton Obwalden,600
-2.84140087055725,8.99355223203429,-40.8834391289332,15.1680345898005,Kanton Uri,400
-0.419714479063493,4.44392194999452,-9.0406229128358,-20.1074275732289,Kanton Zug,900
2.46789255319466,-3.39297816105549,0.961417093571271,6.108090089409,Verwaltungskreis Bern-Mittelland,246
-1.78000459763532,-5.36219583092258,25.6130462343399,20.0047572429694,Verwaltungskreis Biel/Bienne,242
-3.19474923201587,4.28299253759186,-14.4476476285292,15.2734924568086,Verwaltungskreis Emmental,245
-7.39465804446908,6.99110494761765,-11.5862725584596,24.2752577087875,Verwaltungskreis Frutigen-Niedersimmental,249
-6.35514177455918,3.44478531531198,1.12909792938702,24.7505619694477,Verwaltungskreis Interlaken-Oberhasli,250
-5.64236606628695,4.7774035617846,-4.33373765590178,15.8370479231348,Verwaltungskreis Oberaargau,244
-6.42727674086417,9.36507276687388,-26.4838487966873,19.7996185561001,Verwaltungskreis Obersimmental-Saanen,248
-5.97688273471282,6.2224329799772,-3.11182107119145,4.06967652110999,Verwaltungskreis Seeland,243
-6.35856311859394,3.25880175493949,3.84403491814438,21.8479439295445,Verwaltungskreis Thun,247
6.99433450492599,1.57670060862518,-53.2433142813527,13.0620470760468,Wahlkreis Entlebuch,316
-0.0279815469715894,5.22597566373697,-19.1344461886189,-13.5087295384682,Wahlkreis Hochdorf,313
-2.91421296815136,5.12014051940577,-10.2939656280873,-1.59290110626146,Wahlkreis Luzern-Land,312
13.7633071522245,-15.8790992696171,4.66961071640428,8.46404797808145,Wahlkreis Luzern-Stadt,311
-2.61903671964324,3.94164376792467,-5.40641458500911,-2.09862190585064,Wahlkreis Rheintal,1723
-6.98080849463804,4.31494504342045,10.252450255132,7.35063487412848,Wahlkreis Rorschach,1722
-2.82139078047801,4.2044955944379,-11.6625518264115,7.93129695939931,Wahlkreis Sarganserland,1725
-3.87870275887188,6.0601794910899,-8.21697408393232,-4.71307212243941,Wahlkreis See-Gaster,1726
4.27576924792805,-4.73253125663938,1.90698769792996,0.0978953595438536,Wahlkreis St. Gallen,1721
4.86359306756334,3.86272290164125,-34.5255485911567,-19.449721846137,Wahlkreis Sursee,314
-2.82371297633401,4.58430399338263,-15.3985734904675,10.899131759136,Wahlkreis Toggenburg,1727
-2.93062731381108,4.47404104146176,-2.88189840637256,-8.23728144984901,Wahlkreis Werdenberg,1724
-2.06318946358781,4.94229055737627,-11.0594823244829,-6.36624105734478,Wahlkreis Wil,1728
3.28871682602965,4.3637967775952,-36.7524903837636,-5.99683897287976,Wahlkreis Willisau,315
