,link,text
356,/de/mmr/reference/pre_20080415/source/pre_20080415.de.pdf,Financial Stability Forum Recommends Actions to Enhance Market and Institutional Resilience
357,/de/mmr/reference/pre_20080314/source/pre_20080314.de.pdf,"Nationalbank schüttet weiterhin 2,5 Mrd. Gewinn aus"
358,/de/mmr/reference/pre_20080313/source/pre_20080313.de.pdf,Geldpolitische Lagebeurteilung vom 13. März 2008
359,/de/mmr/reference/pre_20080311/source/pre_20080311.de.pdf,Massnahmen der Zentralbanken zur Beruhigung der Geldmärkte
360,/de/mmr/reference/pre_20080125/source/pre_20080125.de.pdf,Jahresergebnis 2007 der Schweizerischen Nationalbank
361,/de/mmr/reference/pre_20080110/source/pre_20080110.de.pdf,Nationalbank bietet erneut Liquidität in US-Dollar an
362,/de/mmr/reference/pre_20071218/source/pre_20071218.de.pdf,Studienzentrum Gerzensee der Schweizerischen Nationalbank – Wechsel in der Leitung
363,/de/mmr/reference/pre_20071213/source/pre_20071213.de.pdf,Geldpolitische Lagebeurteilung vom 13. Dezember 2007
364,/de/mmr/reference/pre_20071212/source/pre_20071212.de.pdf,Nationalbank bietet Liquidität in US-Dollar an
365,/de/mmr/reference/pre_20071210/source/pre_20071210.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
366,/de/mmr/reference/pre_20071203/source/pre_20071203.de.pdf,Schweizerfranken-Geldmarkt: Liquiditätsversorgung über das Jahresende
367,/de/mmr/reference/pre_20071120/source/pre_20071120.de.pdf,Finanzvermögen der privaten Haushalte 2006
368,/de/mmr/reference/pre_20071031/source/pre_20071031.de.pdf,"""iconomix"" - Ökonomie entdecken"
369,/de/mmr/reference/pre_20071026/source/pre_20071026.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. September 2007
370,/de/mmr/reference/pre_20070928/source/pre_20070928.de.pdf,Goldverkäufe der Schweizerischen Nationalbank
371,/de/mmr/reference/pre_20070925/source/pre_20070925.de.pdf,Umsätze auf den Devisen- und Derivatmärkten in der Schweiz - Erhebung 2007
372,/de/mmr/reference/pre_20070913/source/pre_20070913.de.pdf,Geldpolitische Lagebeurteilung vom 13. September 2007
373,/de/mmr/reference/balpay_2006_press/source/balpay_2006_press.de.pdf,Die Zahlungsbilanz der Schweiz im Jahr 2006
374,/de/mmr/reference/pre_20070814/source/pre_20070814.de.pdf,Die Nationalbank erweitert den Kreis der notenbankfähigen Wertschriften
375,/de/mmr/reference/pre_20070727/source/pre_20070727.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. Juni 2007
376,/de/mmr/reference/pre_20070621/source/pre_20070621.de.pdf,Festschrift Die Schweizerische Nationalbank 1907-2007
377,/de/mmr/reference/pre_20070619/source/pre_20070619.de.pdf,EBK und SNB unterzeichnen Memorandum of Understanding
378,/de/mmr/reference/banks_2006_summary/source/banks_2006_summary.de.pdf,Die Banken in der Schweiz 2006
379,/de/mmr/reference/pre_20070614_1/source/pre_20070614_1.de.pdf,Geldpolitische Lagebeurteilung vom 14. Juni 2007
380,/de/mmr/reference/pre_20070614_2/source/pre_20070614_2.de.pdf,Schweizerische Nationalbank: Anpassung der Struktur der Währungsreserven
381,/de/mmr/reference/pre_20070531/source/pre_20070531.de.pdf,Tagung der Zentralbankgouverneure der französischsprachigen Länder in Bern
382,/de/mmr/reference/pre_20070504/source/pre_20070504.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 31. März 2007
383,/de/mmr/reference/pre_20070402/source/pre_20070402.de.pdf,Die Schweizerische Nationalbank mit neuer Website
384,/de/mmr/reference/pre_20070315/source/pre_20070315.de.pdf,Geldpolitische Lagebeurteilung vom 15. März 2007
385,/de/mmr/reference/pre_20070226/source/pre_20070226.de.pdf,Vorbereitung einer neuen Schweizer Banknotenserie
386,/de/mmr/reference/pre_20070222/source/pre_20070222.de.pdf,Sondermünzen und Sondermarken zum 100-Jahre-Jubiläum der Nationalbank
387,/de/mmr/reference/pre_20060215/source/pre_20060215.de.pdf,Nationalbank veröffentlicht historische Zeitreihen
388,/de/mmr/reference/pre_20070126/source/pre_20070126.de.pdf,Jahresergebnis 2006 der Schweizerischen Nationalbank
389,/de/mmr/reference/pre_20070109/source/pre_20070109.de.pdf,Schweiz tritt Financial Stability Forum bei
390,/de/mmr/reference/pre_20061214/source/pre_20061214.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
391,/de/mmr/reference/pre_20061208/source/pre_20061208.de.pdf,Dewet Moser vom Bundesrat zum neuen Stellvertretenden Direktoriumsmitglied ernannt
392,/de/mmr/reference/pre_20061204/source/pre_20061204.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
393,/de/mmr/reference/pre_20061201/source/pre_20061201.de.pdf,Nationalbankgebäude Lugano: Bankrat bestätigt Verkauf an Wegelin & Co.
394,/de/mmr/reference/pre_20061121/source/pre_20061121.de.pdf,Finanzierungsrechnung der Schweiz 2004
395,/de/mmr/reference/pre_20061108/source/pre_20061108.de.pdf,Nationalbankdirektorium: Philipp Hildebrand Vizepräsident - Thomas Jordan neues Mitglied
396,/de/mmr/reference/pre_20061106/source/pre_20061106.de.pdf,Neuer Leiter Asset Management der Schweizerischen Nationalbank
397,/de/mmr/reference/pre_20061027_2/source/pre_20061027_2.de.pdf,Nationalbank verkauft Bankgebäude Lugano
398,/de/mmr/reference/pre_20061027/source/pre_20061027.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. September 2006
399,/de/mmr/reference/pre_20060925/source/pre_20060925.de.pdf,Stellungnahme zum Abstimmungsergebnis vom 24. September 2006
400,/de/mmr/reference/pre_20060914/source/pre_20060914.de.pdf,Geldpolitische Lagebeurteilung
401,/de/mmr/reference/pre_20060818/source/pre_20060818.de.pdf,SNB-Vizepräsident Niklaus Blattner tritt im Frühjahr 2007 zurück
402,/de/mmr/reference/balpay_2005_press/source/balpay_2005_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
403,/de/mmr/reference/pre_20060728/source/pre_20060728.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. Juni 2006
404,/de/mmr/reference/pre_20060615/source/pre_20060615.de.pdf,Geldpolitische Lagebeurteilung zur Jahresmitte
405,/de/mmr/reference/banks_2005_summary/source/banks_2005_summary.de.pdf,Die Banken in der Schweiz 2005
406,/de/mmr/reference/pre_20060505/source/pre_20060505.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 31. März 2006
407,/de/mmr/reference/pre_20060316/source/pre_20060316.de.pdf,Geldpolitische Lagebeurteilung
408,/de/mmr/reference/pre_20060217/source/pre_20060217.de.pdf,Rechenschaftsbericht 2005 der Schweizerischen Nationalbank
409,/de/mmr/reference/pre_20060206/source/pre_20060206.de.pdf,Krisenvorsorge und Krisenbewältigung am Finanzplatz
410,/de/mmr/reference/pre_20060127/source/pre_20060127.de.pdf,Jahresergebnis 2005 der Schweizerischen Nationalbank
411,/de/mmr/reference/pre_20060109/source/pre_20060109.de.pdf,SNB-Präsident Roth wird BIZ-Verwaltungsratspräsident
412,/de/mmr/reference/pre_20051215/source/pre_20051215.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
413,/de/mmr/reference/pre_20051123/source/pre_20051123.de.pdf,Nationalbank präsentiert Banknotenentwürfe
414,/de/mmr/reference/pre_20051103/source/pre_20051103.de.pdf,Erste Finanzierungsrechnung der Schweiz
415,/de/mmr/reference/pre_20051028/source/pre_20051028.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. September 2005
416,/de/mmr/reference/pre_20051024/source/pre_20051024.de.pdf,Nationalbank konzentriert Bargeldverarbeitung weiter
417,/de/mmr/reference/pre_20050915/source/pre_20050915.de.pdf,Geldpolitische Lagebeurteilung
418,/de/mmr/reference/balpay_2004_press/source/balpay_2004_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
419,/de/mmr/reference/pre_20050729/source/pre_20050729.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. Juni 2005
420,/de/mmr/reference/pre_20050616/source/pre_20050616.de.pdf,Geldpolitische Lagebeurteilung zur Jahresmitte
421,/de/mmr/reference/banks_2004_summary/source/banks_2004_summary.de.pdf,Die Banken in der Schweiz im Jahr 2004
422,/de/mmr/reference/pre_20050503/source/pre_20050503.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 31. März 2005
423,/de/mmr/reference/pre_20050317/source/pre_20050317.de.pdf,Geldpolitische Lagebeurteilung
424,/de/mmr/reference/pre_20050225/source/pre_20050225.de.pdf,Nationalbank schüttet Erlös aus Goldverkäufen ab Mai 2005 aus
425,/de/mmr/reference/pre_20050218/source/pre_20050218.de.pdf,Rechenschaftsbericht 2004 der Nationalbank
426,/de/mmr/reference/pre_20050202/source/pre_20050202.de.pdf,Nationalbank bereitet neue Banknotenserie vor
427,/de/mmr/reference/pre_20050128/source/pre_20050128.de.pdf,Jahresergebnis 2004 der Schweizerischen Nationalbank
428,/de/mmr/reference/pre_20041216/source/pre_20041216.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
429,/de/mmr/reference/pre_20041206/source/pre_20041206.de.pdf,Walter Näf neuer Delegierter der Nationalbank für Wirtschaftskontakte in der Zentralschweiz
430,/de/mmr/reference/pre_20041206_2/source/pre_20041206_2.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
431,/de/mmr/reference/pre_20040928/source/pre_20040928.de.pdf,Umsätze auf den Devisen- und Derivatmärkten in der Schweiz - Erhebung 2004
432,/de/mmr/reference/pre_20040924/source/pre_20040924.de.pdf,Letzte Tranche der Goldverkäufe
433,/de/mmr/reference/pre_20040916/source/pre_20040916.de.pdf,Geldpolitische Lagebeurteilung
434,/de/mmr/reference/pre_20040826/source/pre_20040826.de.pdf,Margrit Hardegger Lennemann neue Delegierte der Nationalbank für Wirtschaftskontakte in Zürich
435,/de/mmr/reference/balpay_2003_press/source/balpay_2003_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
436,/de/mmr/reference/banks_2003_summary/source/banks_2003_summary.de.pdf,Die Banken in der Schweiz im Jahre 2003
437,/de/mmr/reference/pre_20040617/source/pre_20040617.de.pdf,Geldpolitische Lagebeurteilung zur Jahresmitte
438,/de/mmr/reference/pre_20040503/source/pre_20040503.de.pdf,Nationalbank publiziert Richtlinien über das geldpolitische Instrumentarium
439,/de/mmr/reference/pre_20040428/source/pre_20040428.de.pdf,Neuer Stellvertreter des Vorstehers des III. Departements
440,/de/mmr/reference/pre_20040421/source/pre_20040421.de.pdf,Neue Berichterstattung über die Umsetzung der Geldpolitik und den Geschäftsgang
441,/de/mmr/reference/pre_20040407/source/pre_20040407.de.pdf,Jahresabschluss und Geschäftsbericht 2003 der Schweizerischen Nationalbank
442,/de/mmr/reference/pre_20040401_aus/source/pre_20040401_aus.de.pdf,Ausweis vom 31. März 2004
443,/de/mmr/reference/pre_20040324/source/pre_20040324.de.pdf,Nationalbankgesetz tritt auf 1. Mai 2004 in Kraft
444,/de/mmr/reference/pre_20040318/source/pre_20040318.de.pdf,Geldpolitische Lagebeurteilung
445,/de/mmr/reference/pre_20040213/source/pre_20040213.de.pdf,Bestellung des künftigen Bankrats
446,/de/mmr/reference/pre_20040119/source/pre_20040119.de.pdf,Marco Föllmi wird neuer Delegierter der Nationalbank für Wirtschaftskontakte in Genf
447,/de/mmr/reference/pre_20040106_aus/source/pre_20040106_aus.de.pdf,Ausweis vom 31. Dezember 2003 und Jahresergebnis 2003 der Schweizerischen Nationalbank
448,/de/mmr/reference/pre_20031212/source/pre_20031212.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
449,/de/mmr/reference/nbg_20031212/source/nbg_20031212.de.pdf,Ausführungen zum neuen Nationalbankgesetz an der Medienkonferenz vom 12. Dezember 2003
450,/de/mmr/reference/pre_20031117/source/pre_20031117.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
451,/de/mmr/reference/pre_20031104/source/pre_20031104.de.pdf,Verordnung zum revidierten Nationalbankgesetz - Vernehmlassung
452,/de/mmr/reference/pre_20031001_aus/source/pre_20031001_aus.de.pdf,Ausweis vom 30. September 2003
453,/de/mmr/reference/pre_20030926/source/pre_20030926.de.pdf,Nächste Tranche der Goldverkäufe
454,/de/mmr/reference/pre_20030918/source/pre_20030918.de.pdf,Geldpolitische Lagebeurteilung
455,/de/mmr/reference/balpay_2002_press/source/balpay_2002_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
456,/de/mmr/reference/pre_20030701_aus/source/pre_20030701_aus.de.pdf,Ausweis vom 30. Juni 2003
457,/de/mmr/reference/pre_20030613/source/pre_20030613.de.pdf,Geldpolitische Lagebeurteilung zur Jahresmitte
458,/de/mmr/reference/pre_20030613_2/source/pre_20030613_2.de.pdf,Zusätzliche Nationalbankgewinnausschüttung an Bund und Kantone
459,/de/mmr/reference/banks_2002_summary/source/banks_2002_summary.de.pdf,Die Banken in der Schweiz im Jahre 2002
460,/de/mmr/reference/pre_20030408/source/pre_20030408.de.pdf,Bericht der G10 zu Kollektivklauseln in Anleihensverträgen von Staaten
461,/de/mmr/reference/pre_20030403/source/pre_20030403.de.pdf,Jahresabschluss und Geschäftsbericht 2002 der Schweizerischen Nationalbank
462,/de/mmr/reference/pre_20030401_aus/source/pre_20030401_aus.de.pdf,Ausweis vom 31. März 2003
463,/de/mmr/reference/pre_20030320/source/pre_20030320.de.pdf,Geldpolitische Lagebeurteilung
464,/de/mmr/reference/pre_20030306/source/pre_20030306.de.pdf,"Schweizerische Nationalbank senkt Zielband für den Dreimonats-Libor um 0,5 Prozentpunkte auf 0%–0,75%"
465,/de/mmr/reference/pre_20030205/source/pre_20030205.de.pdf,Umbau des Sitzes Zürich der Schweizerischen Nationalbank
466,/de/mmr/reference/pre_20030120/source/pre_20030120.de.pdf,Thomas Kübler zum neuen Leiter der Zweiganstalt Basel ernannt
467,/de/mmr/reference/pre_20030103_aus/source/pre_20030103_aus.de.pdf,Ausweis vom 31. Dezember 2002 und Jahresergebnis 2002 der Schweizerischen Nationalbank
468,/de/mmr/reference/pre_20021220/source/pre_20021220.de.pdf,Bruno Gehrig verlässt die Nationalbank Mitte 2003
469,/de/mmr/reference/pre_20021213/source/pre_20021213.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
470,/de/mmr/reference/pre_20021118/source/pre_20021118.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
471,/de/mmr/reference/pre_20020926/source/pre_20020926.de.pdf,Nächste Tranche der Goldverkäufe
472,/de/mmr/reference/pre_20020919/source/pre_20020919.de.pdf,Geldpolitische Lagebeurteilung
473,/de/mmr/reference/balpay_2001_press/source/balpay_2001_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
474,/de/mmr/reference/pre_20020726/source/pre_20020726.de.pdf,"Schweizerische Nationalbank senkt Zinszielband um 0,5 Prozentpunkte auf 0,25%-1,25 %"
475,/de/mmr/reference/pre_20020614/source/pre_20020614.de.pdf,Geldpolitische Lagebeurteilung zur Jahresmitte
476,/de/mmr/reference/banks_2001_summary/source/banks_2001_summary.de.pdf,Die Banken in der Schweiz im Jahre 2001
477,/de/mmr/reference/pre_20020502/source/pre_20020502.de.pdf,"Schweizerische Nationalbank senkt Zinszielband um 0,5 Prozentpunkte"
478,/de/mmr/reference/pre_20020404/source/pre_20020404.de.pdf,Geschäftsbericht 2001 der Schweizerischen Nationalbank
479,/de/mmr/reference/pre_20020327/source/pre_20020327.de.pdf,Neue Informationsmittel der Schweizerischen Nationalbank
480,/de/mmr/reference/pre_20020321/source/pre_20020321.de.pdf,Geldpolitische Lagebeurteilung
481,/de/mmr/reference/pre_20020308/source/pre_20020308.de.pdf,Nationalbank schüttet 1 Milliarde Franken mehr aus
482,/de/mmr/reference/pre_20011207/source/pre_20011207.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
483,/de/mmr/reference/pre_20011126/source/pre_20011126.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
484,/de/mmr/reference/pre_20011010/source/pre_20011010.de.pdf,Umsätze auf den Devisen- und Derivatmärkten in der Schweiz - Erhebung 2001
485,/de/mmr/reference/pre_20010925/source/pre_20010925.de.pdf,Nächste Tranche der Goldverkäufe
486,/de/mmr/reference/pre_20010924/source/pre_20010924.de.pdf,Schweizerische Nationalbank senkt Zinszielband
487,/de/mmr/reference/pre_20010917/source/pre_20010917.de.pdf,Geldpolitische Lagebeurteilung
488,/de/mmr/reference/balpay_2000_press/source/balpay_2000_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
489,/de/mmr/reference/pre_20010713/source/pre_20010713.de.pdf,Stellungnahme der SNB zur Totalrevision des Nationalbankgesetzes
490,/de/mmr/reference/pre_20010627/source/pre_20010627.de.pdf,Neuer Stellvertreter des Vorstehers des I. Departements
491,/de/mmr/reference/pre_20010614/source/pre_20010614.de.pdf,Geldpolitische Lagebeurteilung zur Jahresmitte
492,/de/mmr/reference/banks_2000_summary/source/banks_2000_summary.de.pdf,Die Banken in der Schweiz im Jahre 2000
493,/de/mmr/reference/pre_20010406/source/pre_20010406.de.pdf,SNB-Chefökonom Georg Rich tritt Ende November in den Ruhestand
494,/de/mmr/reference/pre_20010403/source/pre_20010403.de.pdf,Geschäftsbericht 2000 der Schweizerischen Nationalbank
495,/de/mmr/reference/pre_20010323/source/pre_20010323.de.pdf,Nächste Tranche der Goldverkäufe
496,/de/mmr/reference/pre_20010322/source/pre_20010322.de.pdf,Geldpolitische Beschlüsse vom 22. März 2001
497,/de/mmr/reference/pre_20001220/source/pre_20001220.de.pdf,Neuer Direktor der Zweiganstalt Lugano
498,/de/mmr/reference/pre_20001208/source/pre_20001208.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
499,/de/mmr/reference/pre_20001127/source/pre_20001127.de.pdf,Ernennungen bei der Schweizerischen Nationalbank
500,/de/mmr/reference/pre_20000927/source/pre_20000927.de.pdf,Nationalbank setzt Goldverkäufe fort
501,/de/mmr/reference/pre_20000914/source/pre_20000914.de.pdf,Geldpolitische Beschlüsse für das 4. Quartal 2000
502,/de/mmr/reference/pre_20000905/source/pre_20000905.de.pdf,"Stellungnahme zur ""List of Offshore Financial Centres"" des Financial Stability Forum"
503,/de/mmr/reference/balpay_1999_press/source/balpay_1999_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
504,/de/mmr/reference/pre_20000630/source/pre_20000630.de.pdf,Rücktritt des Präsidenten des Direktoriums
505,/de/mmr/reference/pre_20000615/source/pre_20000615.de.pdf,Geldpolitische Beschlüsse für das 3. Quartal 2000
506,/de/mmr/reference/banks_1999_summary/source/banks_1999_summary.de.pdf,Die Banken in der Schweiz im Jahre 1999
507,/de/mmr/reference/pre_20000504/source/pre_20000504.de.pdf,"Nationalbank überweist 244,3 Millionen an Fonds für Elementarschäden"
508,/de/mmr/reference/pre_20000502/source/pre_20000502.de.pdf,Nationalbank nimmt Goldverkäufe auf
509,/de/mmr/reference/pre_20000428/source/pre_20000428.de.pdf,Nationalbank ruft Banknoten-Serie aus den siebziger Jahren zurück
510,/de/mmr/reference/pre_20000407/source/pre_20000407.de.pdf,Geschäftsergebnis 1999 der Schweizerischen Nationalbank
511,/de/mmr/reference/pre_20000323/source/pre_20000323.de.pdf,Geldpolitische Beschlüsse für das 2. Quartal 2000
512,/de/mmr/reference/pre_20000203/source/pre_20000203.de.pdf,Erhöhung des Zinsbandes der Schweizerischen Nationalbank
513,/de/mmr/reference/pre_20000120/source/pre_20000120.de.pdf,Zinsanpassung der Schweizerischen Nationalbank
514,/de/mmr/reference/pre_19991213/source/pre_19991213.de.pdf,Einführung des Swiss Annex für den Schweizer Repo-Markt
515,/de/mmr/reference/pre_19991210/source/pre_19991210.de.pdf,Geldpolitische Beschlüsse der Schweizerischen Nationalbank für das Jahr 2000
516,/de/mmr/reference/pre_19991122/source/pre_19991122.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
517,/de/mmr/reference/pre_19990923/source/pre_19990923.de.pdf,Rücknahmefrist von Banknoten läuft ab
518,/de/mmr/reference/pre_19990908/source/pre_19990908.de.pdf,Nationalbank führt Intraday-Liquidität ein
519,/de/mmr/reference/balpay_1998_press/source/balpay_1998_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
520,/de/mmr/reference/banks_1998_summary/source/banks_1998_summary.de.pdf,Die Banken in der Schweiz im Jahre 1998
521,/de/mmr/reference/pre_19990409/source/pre_19990409.de.pdf,Senkung des Diskontsatzes
522,/de/mmr/reference/pre_19990401/source/pre_19990401.de.pdf,Geschäftsergebnis 1998 der Schweizerischen Nationalbank
523,/de/mmr/reference/pre_19990325/source/pre_19990325.de.pdf,Goldtransaktionen der SNB im Zweiten Weltkrieg - Währungspolitische Hintergründe
524,/de/mmr/reference/pre_19981211/source/pre_19981211.de.pdf,Geldpolitische Beschlüsse der Schweizerischen Nationalbank für 1999
525,/de/mmr/reference/pre_19981203/source/pre_19981203.de.pdf,Währungshilfe an Brasilien: Schweiz für Aktivierung der Neuen Kreditvereinbarungen
526,/de/mmr/reference/pre_19981123/source/pre_19981123.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
527,/de/mmr/reference/pre_19981027/source/pre_19981027.de.pdf,Aktuelle Informationen zum Repo-Geschäft
528,/de/mmr/reference/pre_19980929/source/pre_19980929.de.pdf,Umsätze auf den Devisen- und Derivatmärkten in der Schweiz - Erhebung 1998
529,/de/mmr/reference/pre_19980923/source/pre_19980923.de.pdf,Neue 100-Franken-Note ab Oktober 1998 erhältlich
530,/de/mmr/reference/balpay_1997_press/source/balpay_1997_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
531,/de/mmr/reference/pre_19980821_a/source/pre_19980821_a.de.pdf,Nationalbank leistet keinen Beitrag an Bankenvergleich
532,/de/mmr/reference/pre_19980721_b/source/pre_19980721_b.de.pdf,Russlandhilfe: Schweiz für Rückgriff des IWF auf Allgemeine Kreditvereinbarungen
533,/de/mmr/reference/banks_1997_summary/source/banks_1997_summary.de.pdf,Die Banken in der Schweiz im Jahre 1997
534,/de/mmr/reference/pre_19980525/source/pre_19980525.de.pdf,Goldtransaktionen der Nationalbank im Zweiten Weltkrieg - Stellungnahme zum Zwischenbericht der Expertenkommission
535,/de/mmr/reference/pre_19980519/source/pre_19980519.de.pdf,Nationalbank-Studienzentrum Gerzensee unter neuer Leitung
536,/de/mmr/reference/pre_19980514/source/pre_19980514.de.pdf,Vorwurf des Antisemitismus bei Jacob Burckhardt - Die Nationalbank nimmt Stellung
537,/de/mmr/reference/pre_19980409/source/pre_19980409.de.pdf,SNB schüttet deutlich mehr Gewinn aus
538,/de/mmr/reference/pre_19980403/source/pre_19980403.de.pdf,Nationalbank stellt sich gegen allfällige Sammelklage in den USA
539,/de/mmr/reference/pre_19980401/source/pre_19980401.de.pdf,Geschäftsergebnis 1997 der Schweizerischen Nationalbank
540,/de/mmr/reference/pre_19980325/source/pre_19980325.de.pdf,Neue 1000-Franken-Note der Nationalbank erscheint im April
541,/de/mmr/reference/pre_19980216/source/pre_19980216.de.pdf,Neuer Generalsekretär der Nationalbank
542,/de/mmr/reference/pre_19980216_b/source/pre_19980216_b.de.pdf,Nationalbank konzipiert Bargeldverkehr neu
543,/de/mmr/reference/pre_19980120/source/pre_19980120.de.pdf,Neuer Stellvertreter des III. Departements
544,/de/mmr/reference/pre_19971212/source/pre_19971212.de.pdf,Geldpolitische Beschlüsse der Schweizerischen Nationalbank für 1998
545,/de/mmr/reference/balpay_1996_press/source/balpay_1996_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
546,/de/mmr/reference/banks_1996_summary/source/banks_1996_summary.de.pdf,Die Banken in der Schweiz im Jahre 1996
